timestamp,volume,open,low,high,close,t_plus,sigtime,longs,shorts,entry,returns,holding,direction
2023-01-01 00:00:00,0.00604897,16532.0,16531.5,16532.0,16531.5,16531.5,0,1,-1,0,0,0,0
2023-01-01 00:01:00,0.0,16531.5,16531.5,16531.5,16531.5,16531.5,1,0,0,0,0,0,0
2023-01-01 00:02:00,13.24653266,16531.5,16527.0,16532.0,16527.0,16525.5,0,1,-1,0,0,0,0
2023-01-01 00:03:00,11.35821364,16525.5,16522.0,16525.5,16522.0,16521.5,0,1,-1,0,0,0,0
2023-01-01 00:04:00,0.00544745,16521.5,16521.5,16521.5,16521.5,16521.5,0,0,0,0,0,0,0
2023-01-01 00:05:00,0.18158158,16521.5,16521.5,16521.5,16521.5,16522.0,0,0,0,0,0,0,0
2023-01-01 00:06:00,0.87272485,16522.0,16522.0,16525.5,16525.5,16525.5,0,1,-1,0,0,0,0
2023-01-01 00:07:00,0.0,16525.5,16525.5,16525.5,16525.5,16525.5,0,0,0,0,0,0,0
2023-01-01 00:08:00,7.09217944,16525.5,16521.0,16525.5,16521.0,16520.5,0,1,-1,0,0,0,0
2023-01-01 00:09:00,10.2919965,16520.5,16513.5,16520.5,16513.5,16513.5,0,1,-1,0,0,0,0
2023-01-01 00:10:00,7.98492744,16513.5,16513.5,16516.5,16516.5,16516.5,0,1,-1,0,0,0,0
2023-01-01 00:11:00,0.01150365,16516.5,16516.5,16516.5,16516.5,16516.5,0,0,0,0,0,0,0
2023-01-01 00:12:00,0.0405655,16516.5,16516.5,16516.5,16516.5,16516.5,0,0,0,0,0,0,0
2023-01-01 00:13:00,1.4943893,16516.5,16514.0,16517.0,16514.0,16514.0,0,1,-1,0,0,0,0
2023-01-01 00:14:00,0.01877195,16514.0,16514.0,16514.0,16514.0,16514.0,0,0,0,0,0,0,0
2023-01-01 00:15:00,45.71182439,16514.0,16508.0,16514.5,16514.0,16514.0,0,1,-1,0,0,0,0
2023-01-01 00:16:00,0.44631301,16514.0,16512.0,16514.0,16512.0,16512.0,0,1,-1,0,0,0,0
2023-01-01 00:17:00,0.0,16512.0,16512.0,16512.0,16512.0,16512.5,0,0,0,0,0,0,0
2023-01-01 00:18:00,8.34600156,16512.5,16512.5,16519.0,16519.0,16519.5,0,1,-1,0,0,0,0
2023-01-01 00:19:00,4.89983888,16519.5,16519.5,16525.5,16525.5,16525.5,0,1,-1,0,0,0,0
2023-01-01 00:20:00,0.09076881,16525.5,16525.5,16525.5,16525.5,16525.5,0,0,0,0,0,0,0
2023-01-01 00:21:00,0.45384406,16525.5,16525.5,16525.5,16525.5,16525.5,0,0,0,0,0,0,0
2023-01-01 00:22:00,1.01055944,16525.5,16525.5,16525.5,16525.5,16525.5,0,0,0,0,0,0,0
2023-01-01 00:23:00,0.24205017,16525.5,16525.5,16525.5,16525.5,16525.5,0,0,0,0,0,0,0
2023-01-01 00:24:00,0.0,16525.5,16525.5,16525.5,16525.5,16525.5,0,0,0,0,0,0,0
2023-01-01 00:25:00,0.0,16525.5,16525.5,16525.5,16525.5,16526.0,0,0,0,0,0,0,0
2023-01-01 00:26:00,0.05627401,16526.0,16526.0,16529.0,16528.5,16528.5,0,1,-1,0,0,0,0
2023-01-01 00:27:00,0.0,16528.5,16528.5,16528.5,16528.5,16528.5,0,0,0,0,0,0,0
2023-01-01 00:28:00,0.45376169,16528.5,16528.5,16528.5,16528.5,16528.5,0,0,0,0,0,0,0
2023-01-01 00:29:00,0.09680249,16528.5,16528.5,16528.5,16528.5,16529.0,0,0,0,0,0,0,0
2023-01-01 00:30:00,58.68988283,16529.0,16525.5,16533.0,16525.5,16525.5,0,1,-1,0,0,0,0
2023-01-01 00:31:00,0.0,16525.5,16525.5,16525.5,16525.5,16525.5,0,0,0,0,0,0,0
2023-01-01 00:32:00,6.81382338,16525.5,16523.0,16525.5,16523.0,16523.0,0,1,-1,0,0,0,0
2023-01-01 00:33:00,0.0,16523.0,16523.0,16523.0,16523.0,16522.5,0,0,0,0,0,0,0
2023-01-01 00:34:00,21.07002561,16522.5,16514.0,16522.5,16514.0,16514.0,0,1,-1,0,0,0,0
2023-01-01 00:35:00,0.0,16514.0,16514.0,16514.0,16514.0,16512.5,0,0,0,0,0,0,0
2023-01-01 00:36:00,4.32693268,16512.5,16509.5,16512.5,16509.5,16508.5,0,1,-1,0,0,0,0
2023-01-01 00:37:00,8.13854532,16508.5,16502.0,16508.5,16502.0,16502.0,0,1,-1,0,0,0,0
2023-01-01 00:38:00,20.13744084,16502.0,16502.0,16507.5,16507.5,16508.0,0,1,-1,0,0,0,0
2023-01-01 00:39:00,7.02223529,16508.0,16508.0,16511.5,16511.5,16511.5,0,1,-1,0,0,0,0
2023-01-01 00:40:00,0.01816916,16511.5,16511.5,16511.5,16511.5,16511.5,0,0,0,0,0,0,0
2023-01-01 00:41:00,12.97103827,16511.5,16504.5,16511.5,16504.5,16504.5,0,1,-1,0,0,0,0
2023-01-01 00:42:00,0.30113,16504.5,16504.5,16504.5,16504.5,16504.5,0,0,0,0,0,0,0
2023-01-01 00:43:00,0.0,16504.5,16504.5,16504.5,16504.5,16504.5,0,0,0,0,0,0,0
2023-01-01 00:44:00,1.47777042,16504.5,16504.0,16507.0,16507.0,16507.5,0,1,-1,0,0,0,0
2023-01-01 00:45:00,45.50831933,16507.5,16458.0,16508.0,16507.5,16507.5,0,1,-1,0,0,0,0
2023-01-01 00:46:00,0.0,16507.5,16507.5,16507.5,16507.5,16508.0,0,0,0,0,0,0,0
2023-01-01 00:47:00,5.05379352,16508.0,16508.0,16515.0,16515.0,16515.5,0,1,-1,0,0,0,0
2023-01-01 00:48:00,0.19797214,16515.5,16515.5,16518.5,16518.5,16518.5,0,1,-1,0,0,0,0
2023-01-01 00:49:00,10.91973221,16518.5,16518.5,16521.5,16521.5,16521.0,0,1,-1,0,0,0,0
2023-01-01 00:50:00,1.83100297,16521.0,16521.0,16521.0,16521.0,16521.0,0,0,0,0,0,0,0
2023-01-01 00:51:00,0.27661764,16521.0,16521.0,16521.0,16521.0,16521.0,0,0,0,0,0,0,0
2023-01-01 00:52:00,0.0,16521.0,16521.0,16521.0,16521.0,16521.0,0,0,0,0,0,0,0
2023-01-01 00:53:00,0.0,16521.0,16521.0,16521.0,16521.0,16521.0,0,0,0,0,0,0,0
